"ID","Date","Time","End Time","Track","Title","Chair(s)","Chair Affiliation(s)","Location","End Time","Notes","Web Page","Submission IDs"
"228","May 9, 2012","12:50","14:30","R","Interactivity","Patrick Baudisch, Florian ""Floyd"" Mueller, Eva Hornecker, Danielle Wilde","","Exhibition Hall","","147 - Using Augmented Snapshots for Viewpoint Switching and Manipulation in Augmented Reality   	   \ Mengu Sukan, Steven Feiner \   \ 107 - Herzfassen. A Responsive Object.     	   \ Monika Hoinkis \   \ 148 - A Virtual Reality Dialogue System For The Treatment Of Social Phobia  	     	   \ Willem-Paul Brinkman, Dwi Hartanto, Ni Kang, Daniel de Vliegher, Isabel L. Kampmann, Nexhmedin Morina, Paul G.M. Emmelkamp, Mark Neerincx \   \ 253 - FlexCam – Using Thin-film Flexible OLED Color Prints as a Camera Array  	      	   \ Connor Dickie, Nicholas Fellion, Roel Vertegaal \   \ 113 - Combiform: Beyond Co-attentive Play, a Combinable Social Gaming Platform      	   \ Edmond Yee, Josh Joiner, Tai An, Andrew Dang \   \ 159 - Surround Haptics: Tactile Feedback for Immersive Gaming Experiences  	      	   \ Ali Israr, Seung-Chan Kim, Jan Stec, Ivan Poupyrev \   \ 177 - Scoop! A Movement-based Math Game Designed to Reduce Math Anxiety  	      	   \ Katherine Isbister, Mike Karlesky, Jonathan Frye, Rahul Rao \   \ 242 - AHNE : A Novel Interface for Spatial Interaction  	    	   \ Matti Niinimäki, Koray Tahiroglu \   \ 236 - Sketch It, Make It: Sketching Precise Drawings for Laser Cutting  	      	   \ Gabe Johnson, Mark Gross, Ellen Yi-Luen Do, Jason Hong \   \ 153 - Joggobot: A Flying Robot as Jogging Companion  	      	   \ Eberhard Graether, Florian Mueller \   \ 246 - BodiPod: Interacting with 3D Human Anatomy via a 360° Cylindrical Display  	    	   \ John Bolton, Peng Wang, Kibum Kim, Roel Vertegaal \   \ 115 - Interactive Block Device System with Pattern Drawing Capability on Matrix LEDs  	       	   \      	Junichi Akita \   \ 174 - Mobile ActDresses: Programming Mobile Devices by Accessorizing  	       	   \      	Mattias Jacobsson, Ylva Fernaeus, Stina Nylander \   \ 186 - Miniature Alive: Augmented Reality-based Interactive DigiLog Experience in Miniature Exhibition  	       	   \      	Taejin Ha, Kiyoung Kim, Nohyoung Park, Sangchul Seo, Woontack Woo \   \ 198 - Stackables: Faceted Browsing with Stacked Tangibles  	       	   \      	Petra Isenberg, Stefanie Klum, Ricardo Langner, Jean-Daniel Fekete, Raimund Dachselt \   \ 112 - EyeRing: An Eye on a Finger  	       	   \      	Suranga Nanayakkara, Roy Shilkrot, Pattie Maes \   \ 254 - Toolset to explore visual motion designs in a video game  	       	   \      	David Milam, Magy Seif El-Nasr, Lyn Bartram, Matt Lockyer, Chao Feng, Perry Tan \   \ 126 - AMARA: THE AFFECTIVE MUSEUM OF ART RESOURCE AGENT  	       	   \      	S. Joon Park, Gunho Chae, Craig MacDonald, Robert Stein, Susan Wiedenbeck, Jungwha Kim \   \ 114 - Pygmy: A Ring-like Anthropomorphic Device That Animates The Human Hand  	       	   \      	Masayasu Ogata, Yuta Sugiura, Hirotaka Osawa, Michita Imai \   \ 116 - Sifteo Cubes  	       	   \      	David Merrill, Emily Sun, Jeevan Kalanithi \   \ 117 - SONIK SPRING  	       	   \      	J Tomas Henriques \   \ 124 - Drawing Tool  	       	   \      	Shahar Zaks \   \ 134 - The Urban Musical Game: Using Sport Balls as Musical Interfaces  	       	   \      	Nicolas Rasamimanana, Frederic Bevilacqua, Julien Bloit, Norbert Schnell, Emmanuel Flety, Andrea Cera, Uros Petrevski, Jean-Louis Frechin \   \ 137 - Lovely Rita  	       	   \      	Minhye Lee, Romy Achituv (advisor) \   \ 173 - MelodicBrush: A Cross-Modal Link between Ancient and Digital Art Forms  	       	   \      	Michael Xuelin Huang, Will W. W. Tang, Kenneth W.K. Lo, C. K. Lau, Grace Ngai, Stephen Chan \   \ 195 - The Broncomatic – An Exploration of Breath Control in Amusement Rides  	       	   \      	Joe Marshall, Stefan Rennick-Egglestone, Steve Benford, Paul Tennent, Duncan Rowland, Brendan Walker \   \ 205 - The Chocolate Machine  	       	   \      	Flavius Kehr, Marc Hassenzahl, Matthias Laschke, Sarah Diefenbach \   \ 207 - PINOKY: A Ring That Animates Your Plush Toys  	       	   \      	Yuta Sugiura, Calista Lee, Masayasu Ogata, Anusha Withana, Yasutoshi Makino, Daisuke Sakamoto, Masahiko Inami, Takeo Igarashi \   \ 215 - Touchbox: Intriguing touch between strangers.  	       	   \      	Mads Hobye \   \ 245 - The Envisioning Cards: A Toolkit for Catalyzing Humanistic and Technical Imaginations  	       	   \      	Batya Friedman, David Hendry \   \ 144 - RobotBuddha  	       	   \      	Woosuk Choi, Romy Achituv (advisor) \   \ 229 - Artistic Robot Please Smile  	       	   \      	Hye Yeon Nam, Changhyun Choi \   \ 102 - Touché: Enhancing Touch Interaction on Humans, Screens, Liquids, and Everyday Objects  	       	   \      	Munehiko Sato, Ivan Poupyrev, Chris Harrison \   \ 121 - 360° Panoramic Overviews for Location-Based Services  	       	   \      	Alessandro Mulloni, Hartmut Seichter, Andreas Dünser, Patrick Baudisch, Dieter Schmalstieg \   \ 127 - Communitysourcing: Engaging Local Crowds to Perform Expert Work Via Physical Kiosks  	       	   \      	Kurtis Heimerl, Brian Gawalt, Kuang Chen, Tapan Parikh, Björn Hartmann \   \ 129 - Rewarding the original: Explorations in joint user-sensor motion spaces  	       	   \      	John Williamson, Roderick Murray-Smith \   \ 130 - ShoeSense: A New Perspective on  Hand Gestures and Wearable Applications  	       	   \      	Gilles Bailly, Jörg Müller, Michael Rohs, Daniel Wigdor, Sven Kratz, Dennis Guse \   \ 136 - MUSTARD: A Multi User See Through AR Display  	       	   \      	Abhijit Karnik, Walterio Mayol-Cuevas, Sriram Subramanian \   \ 142 - BinCam – A Social Persuasive System to Improve Waste Behaviors  	       	   \      	Anja Thieme, Rob Comber, Nick Taylor, Ashur Rafiev, Patrick Olivier \   \ 163 - Vignette: Interactive Texture Design and Manipulation with Freeform Gestures for Pen-and-Ink ...  	       	   \      	Rubaiat Habib Kazi, Takeo Igarashi, Shengdong Zhao, Richard Davis \   \ 169 - Enabling Concurrent Dual Views on Common LCD Screens  	       	   \      	Seokhwan Kim, Xiang Cao, Haimo Zhang, Desney Tan \   \ 171 - iRotate: Automatic Screen Rotation based on Face Orientation  	       	   \      	Lung-Pan Cheng, Fang-I Hsiao, Yen-Ting Liu, Mike Y. Chen \   \ 180 - Augmenting the Scope of Interactions with Implicit and Explicit Graphical Structures  	       	   \      	Raphaël Hoarau, Stéphane Conversy \   \ 182 - Interactive Paper Substrates to Support Musical Creation  	       	   \      	Jérémie Garcia, Theophanis Tsandilas, Carlos Agon, Wendy Mackay \   \ 184 - Beyond Stereo: An Exploration of Unconventional Binocular Presentation for Novel Visual Experience  	       	   \      	Haimo Zhang, Xiang Cao, Shengdong Zhao \   \ 190 - TEROOS: A Wearable Avatar to Enhance Joint Activities  	       	   \      	Tadakazu Kashiwabara, Hirotaka Osawa, Kazuhiko Shinozawa, Michita Imai \   \ 197 - Animating Paper Craft using Shape Memory Alloys  	       	   \      	Jie Qi, Leah Buechley \   \ 199 - GraphTrail: Analyzing Large Multivariate, Heterogeneous Networks while Supporting Exploration History  	       	   \      	Cody Dunne, Nathalie Henry Riche, Bongshin Lee, Ronald Metoyer, George Robertson \   \ 200 - Cooking with ""panavi"": Challenging to Professional Culinary Arts  	       	   \      	Daisuke Uriu, Mizuki Namai, Satoru Tokuhisa, Ryo Kashiwagi, Masahiko Inamai, Naohito Okude \   \ 206 - Discovery-based Games for Learning Software  	       	   \      	Tao Dong, Mira Dontcheva, Diana Joseph, Karrie Karahalios, Mark Newman, Mark Ackerman \   \ 209 - Virtual Projection: Exploring Optical Projection as a Metaphor for Multi-Device Interaction  	       	   \      	Dominikus Baur, Sebastian Boring, Steven Feiner \   \ 210 - IllumiShare: Sharing Any Surface  	       	   \      	Sasa Junuzovic, Kori Inkpen, Tom Blank, Anoop Gupta \   \ 220 - The Bohemian Bookshelf: Supporting Serendipitous Book Discoveries through Information Visualization  	       	   \      	Alice Thudt, Uta Hinrichs, Sheelagh Carpendale \   \ 231 - A Visual Display of Sociotechnical Data  	       	   \      	Yanni Loukissas, David Mindell \   \ 238 - TAP & PLAY: An End-User Toolkit for Authoring Interactive Pen and Paper Language Activities  	       	   \      	Anne Marie Piper, Nadir Weibel, James Hollan \   \ 249 - ZeroTouch: An Optical Multi-Touch and Free-Air Interaction Architecture  	       	   \      	Jonathan Moeller, Andruid Kerne, William Hamilton, Andrew Webb, Nicholas Lupfer \   \ 252 - QuickDraw : Improving Drawing Experience for Geometric Diagrams  	       	   \      	Salman Cheema, Sumit Gulwani, Joseph LaViola \   \ 259 - A Handle Bar Metaphor for Virtual Object Manipulation with Mid-Air Interaction  	       	   \      	Peng Song, Wooi Boon Goh, William Hutama, Chi-Wing Fu, Xiaopei Liu \   \ 265 - DisplayStacks: Interaction Techniques for Stacks of Flexible Thin-Film Displays  	       	   \      	Aneesh Tarun, Audrey Girouard, Roel Vertegaal \   \ 266 - TeleHuman: Effects of 3D Perspective on Gaze and Pose Estimation with a Life-size Cylindrical ...  	       	   \      	John Bolton, Kibum Kim, Jeremy Cooperstock, Audrey Girouard, Roel Vertegaal \   \ 267 - DiskPlay: In-Track Navigation on Turntables  	       	   \      	Florian Heller, Justus Lauten, Jan Borchers \   \ 271 - HWD corporation - a collection of 100 re-wired joysticks from the last 30 years  of gaming culture  	       	   \      	Roger Ibars \   \ 145 - Hanging off a Bar  	       	   \      	Florian Mueller, Cagdas ""Chad"" Toprak, Eberhard Graether, Wouter Walmink, Bert Bongers, Elise van den Hoven \   \ 160 - hipDisk: Experiencing the Value of Ungainly, Embodied, Performative, Fun.  	       	   \      	Danielle Wilde \   \ 270 - Murmur Study  	       	   \      	Christopher Baker \   \ 164 - Embroidered Confessions: An interactive quilt of the secrets of strangers  	       	   \      	Julynn Benedetti \   \ 272 - Scorelight & scoreBots  	       	   \      	Alvaro CASSINELLI, Daito MANABE, Stephane PERRIN, Alexis Zerroug, Masatoshi ISHIKAWA \   \ 273 - Light Arrays  		   \      	Danielle Wilde, Alvaro Cassinelli","",""
"182","May 9, 2012","14:30","15:50","A","Check This Out: Recommender Systems","James Fogarty","University of Washington, USA","19AB","15:50","","","paper1210 paper1923 to103 paper1168 paper773"
"99","May 9, 2012","14:30","15:50","B","Course 28: Empirical Research Methods for Human-Computer Interaction","Scott MacKenzie, Steven Castellucci","","14","15:50","","","cr116"
"101","May 9, 2012","14:30","15:50","C","Course 29: Hands-Free Interfaces: The Myths, Challenges, and Opportunities of Speech-Based Interaction","Cosmin Munteanu, Gerald Penn","","15","15:50","","","cr136"
"37","May 9, 2012","14:30","15:50","D","Student Design Competition","Gilbert Cockton, Thecla Schiphorst, Bill Gaver, Jayne Wallace, John Zimmerman, Elizabeth Dykstra-Erickson","","Ballroom D","15:50","","","sd109 sd113 sd138 sd141 sd157 sd150 sd173 sd103 sd153 sd181 sd177 sd111 sd110 sd125 sd118"
"187","May 9, 2012","14:30","15:50","E","Dimensions of Sensory Interaction","Shwetak Patel","University of Washington, USA","Ballroom E","15:50","","","paper622 paper251 paper1562 paper1067 paper474"
"49","May 9, 2012","14:30","15:50","F","Occupy CHI! Engaging U.S. Policymakers","Janet Davis, Harry Hochheiser, Juan Pablo Hourcade, Jeff Johnson, Lisa Nathan, Janice Tsai","","Ballroom F","15:50","","","pl116"
"181","May 9, 2012","14:30","15:50","G","Phone Fun: Extending Mobile Interaction","Ken Hinckley","Microsoft Research, USA","Ballroom G","15:50","","","paper1158 paper1119 paper1056 paper1607 paper231"
"192","May 9, 2012","14:30","15:50","H","I Did That! Being in Control","Mary Beth Rosson","Penn State, USA","17AB","15:50","","","paper605 paper464 to121 paper521 cs117"
"185","May 9, 2012","14:30","15:50","J","Teaching with Games","Andreas Butz","University of Munich, Germany","18AB","15:50","","","paper1837 paper1546 paper1870 paper1075 paper1563"
"170","May 9, 2012","14:30","15:50","K","Health + Design","Jodi Forlizzi","Carnegie Mellon University, USA","18CD","15:50","","","paper552 to119 paper2003 cs203"
"206","May 9, 2012","14:30","15:50","L","Culture, Playfulness, and Creativity","Lucian Leahu","Cornell University, USA","12AB","17:50","","","paper776 paper1466 to102 cs180"
"92","May 9, 2012","14:30","15:50","M","Course 27: Card Sorting for Navigation Design","William Hudson","","13A","15:50","","","cr100"
"104","May 9, 2012","14:30","15:50","N","Course 30: Multimodal Detection of Affective States: A Roadmap from Brain-Computer Interfaces, Face-Based Emotion Recognition, Eye Tracking and Other Sensors","Javier Gonzalez-Sanchez, Maria Elena Chavez-Echeagaray","","13B","15:50","","","cr145"
"35","May 9, 2012","14:30","15:50","O","SIG: End-User Programming","","","11A","15:50","","","si115"
"24","May 9, 2012","14:30","15:50","P","SIG: Reject Me: Peer Review and SIGCHI","","","11B","15:50","","","si125 si135"
"161","May 9, 2012","14:30","15:50","Q","Usability Methods","Effie Law","University of Leicester, UK","16AB","14:50","","","paper1861 paper134 paper956 paper1885"
"191","May 9, 2012","16:30","17:50","A","Design Theory & Practice","Jeffrey Bardzell","Indiana University, USA","19AB","17:50","","","paper1926 paper360 cs128 cs110 paper1993"
"100","May 9, 2012","16:30","17:50","B","Course 28: Empirical Research Methods for Human-Computer Interaction","Scott MacKenzie, Steven Castellucci","","14","17:50","","","cr116"
"96","May 9, 2012","16:30","17:50","C","Course 31: Designing for 'Cool': Making Compelling Products and Applications","Karen Holtzblatt","","15","17:50","","","cr118"
"7","May 9, 2012","16:30","17:50","D","Invited Panel: Managing UX Teams: Insights from Executive Leaders","","","Ballroom D","17:50","","","pl108"
"180","May 9, 2012","16:30","17:50","E","Morphing & Tracking & Stacking: 3D Interaction","Celine Latulipe","University of North Carolina at Charlotte, USA","Ballroom E","17:50","","","paper1533 paper1987 paper1967 paper1073"
"188","May 9, 2012","16:30","17:50","F","Social Computing: Business & Beyond","Henriette Cramer","Mobile Life @ SICS, Sweden","Ballroom F","17:50","","","paper1537 paper1573 cs167 cs123 paper1750"
"209","May 9, 2012","16:30","17:50","G","Programming, Performance, and Sense Making","John Thomas","IBM Research, USA","Ballroom G","17:50","","","paper156 cs151 paper428 paper1490 paper1752"
"184","May 9, 2012","16:30","17:50","H","Triple T: Touch, Tables, Tablets","Bjoern Hartmann","University of California Berkeley, USA","17AB","17:50","","","paper1848 paper118 paper1788 to109"
"169","May 9, 2012","16:30","17:50","J","Defying Environmental Behavior Changes","Alan Borning","University of Washington, USA","18AB","17:50","","","paper633 paper915 paper580 paper1585"
"194","May 9, 2012","16:30","17:50","K","Learning with Children","Carl DiSalvo","Georgia Institute of Technology, USA","18CD","17:50","","","paper760 cs132 paper1282 paper913 cs125"
"144","May 9, 2012","16:30","17:50","L","See Hear Speak: Redesigning I/O for Effectiveness","Eytan Adar","University of Michigan, USA","12AB","17:50","","","paper333 paper1901 paper444 paper665"
"93","May 9, 2012","16:30","17:50","M","Course 27: Card Sorting for Navigation Design","William Hudson","","13A","17:50","","","cr100"
"105","May 9, 2012","16:30","17:50","N","Course 30: Multimodal Detection of Affective States: A Roadmap from Brain-Computer Interfaces, Face-Based Emotion Recognition, Eye Tracking and Other Sensors","Javier Gonzalez-Sanchez, Maria Elena Chavez-Echeagaray","","13B","17:50","","","cr145"
"26","May 9, 2012","16:30","17:50","O","SIG: HCI research and education in Arabic universities","","","11A","17:50","","","si107"
"34","May 9, 2012","16:30","17:50","P","Invited SIG: CHI 2012 Engineering Community SIG: the role of engineering work in CHI","","","11B","17:50","","","si126"
"6","May 9, 2012","16:30","17:50","Q","alt.chi: Making Sense","Amanda Williams","Concordia University, Canada","16AB","17:50","","","al122 al108 al134 al103 al132"
"217","May 10, 2012","06:14","06:34","F","","","","Ballroom F","06:34","","",""
"223","May 10, 2012","08:30","09:20","D","Madness","Paul André, Petra Sundström","","Ballroom D","09:20","","",""
"201","May 10, 2012","09:30","10:50","A","Organizing the Recovery","Ron Wakkary","Simon Fraser University, Canada","19AB","10:50","","","to112 to113 cs149 cs155 paper314"
"111","May 10, 2012","09:30","10:50","B","Course 35: From Discourse-based Models to UIs Automatically Optimized for Your SmartPhone","Hermann Kaindl","","14","10:50","","","cr124"
"106","May 10, 2012","09:30","10:50","C","Course 32: Agile User Experience and UCD","William Hudson","","15","10:50","","","cr102"
"10","May 10, 2012","09:30","10:50","D","Lifetime Achievement in Research Award: Dan Olsen","Dan Olsen","","Ballroom D","10:50","","","sp111"
"195","May 10, 2012","09:30","10:50","E","Touch Text Entry","Brian Bailey","University of Illinois at Urbana-Champaign, USA","Ballroom E","10:50","","","paper449 paper814 paper1066 paper229 paper1147"
"46","May 10, 2012","09:30","10:50","F","Material Interactions - From Atoms & Bits to Entangled Practices ","Mikael Wiberg","","Ballroom F","10:50","","","pl110"
"189","May 10, 2012","09:30","10:50","G","Programming and Debugging","Niklas Elmqvist","Purdue University, USA","Ballroom G","10:50","","","paper1283 paper1713 paper1754 to117"
"207","May 10, 2012","09:30","10:50","H","Interactions Beyond the Desktop","Kent Lyons","Intel Labs Santa Clara, USA","17AB","10:50","","","paper1239 paper767 paper1830 paper634 paper1285"
"210","May 10, 2012","09:30","10:50","J","Right Where I Am:  UX in Complex Environments","Kari-Jouko Räihä","University of Tampere, Finland","18AB","10:50","","","paper214 paper718 paper1314 cs113 paper1171"
"213","May 10, 2012","09:30","10:50","K","Health and Children","Julie Kientz","University of Washington, USA","18CD","10:50","","","paper654 paper716 paper1487 paper1252"
"4","May 10, 2012","09:30","10:50","L","alt.chi: Home and Neighborhood","Josh Tanenbaum","Simon Fraser University, Canada","12AB","10:50","","","al136 al109 al117 al126 al113"
"108","May 10, 2012","09:30","10:50","M","Course 33: Cognitive Crash Dummies:  Predicting Performance from Early Prototypes","Bonnie E. John","","13A","10:50","","","cr125"
"110","May 10, 2012","09:30","10:50","N","Course 34: Designing for Persuasion","Aaron Marcus","","13B","10:50","","","cr147"
"29","May 10, 2012","09:30","10:50","O","SIG: Changing requirements to HCI funding: A global perspective","","","11A","10:50","","","si122"
"32","May 10, 2012","09:30","10:50","P","Invited SIG: Digital Art: Evaluation, Appreciation, Critique","","","11B","10:50","","","si128"
"138","May 10, 2012","09:30","10:50","Q","Comfortable Aging","Volker Wulf","University of Siegen, Germany","16AB","10:50","","","cs168 paper611 paper1256 paper121"
"202","May 10, 2012","11:30","12:50","A","Crowdsourcing and Peer Production II","Erika Poole","Penn State, USA","19AB","12:50","","","paper1505 paper615 paper1678 paper1095 paper1233"
"112","May 10, 2012","11:30","12:50","B","Course 35: From Discourse-based Models to UIs Automatically Optimized for Your SmartPhone","Hermann Kaindl","","14","12:50","","","cr124"
"107","May 10, 2012","11:30","12:50","C","Course 32: Agile User Experience and UCD","William Hudson","","15","12:50","","","cr102"
"15","May 10, 2012","11:30","12:50","D","Invited lecture: Stu Card","Ed H. Chi","","Ballroom D","12:50","","","sp106"
"196","May 10, 2012","11:30","12:50","E","Bigger is Better:  Large and Multiple Display Environments","David Dearman","Nokia Research Center, USA","Ballroom E","12:50","","","to107 paper517 paper489 paper1027"
"50","May 10, 2012","11:30","12:50","F","Social Sustainability: An HCI Agenda ","Daniela Busse, Eli Blevis, Samuel Mann","","Ballroom F","12:50","","","pl118"
"199","May 10, 2012","11:30","12:50","G","What a Lovely Gesture","Hrvoje Benko","Microsoft Research, USA","Ballroom G","12:50","","","paper1915 paper423 paper1130 cs150"
"208","May 10, 2012","11:30","12:50","H","Me & My Mobile","Lynne Baillie","Glasgow Caledonian University, UK","17AB","12:50","","","paper296 paper781 paper977 paper732 cs202"
"211","May 10, 2012","11:30","12:50","J","Understanding Gamers","Peter Tolmie","University of Nottingham, UK","18AB","12:50","","","paper138 cs144 paper670 paper712 paper1799 cs124"
"5","May 10, 2012","11:30","12:50","K","alt.chi: Design Matters","Jan Borchers","RWTH Aachen University, Germany","18CD","12:50","","","al107 al120 al131 al119 al130"
"166","May 10, 2012","11:30","12:50","L","Tweet, Tweet, Tweet!","Sadat Shami","IBM Research, USA","12AB","12:50","","","paper1944 paper1601 paper690 paper647 cs199"
"109","May 10, 2012","11:30","12:50","M","Course 33: Cognitive Crash Dummies:  Predicting Performance from Early Prototypes","Bonnie E. John","","13A","12:50","","","cr125"
"113","May 10, 2012","11:30","12:50","N","Course 36: Methodology for Evaluating Experience of Mobile Applications Used in Different Contexts of Daily Life","Katarzyna Wac","","13B","12:50","","","cr139"
"30","May 10, 2012","11:30","12:50","O","Invited SIG: Participation and HCI: Why Involve People in Design?","","","11A","12:50","","","si121"
"23","May 10, 2012","11:30","12:50","P","SIG: Gaze Interaction in the Post-WIMP World","","","11B","12:50","","","si109"
"205","May 10, 2012","11:30","12:50","Q","Better Together","Gary Hsieh","Michigan State University, USA","16AB","12:50","","","to114 paper804 paper313 paper1278"
"203","May 10, 2012","14:30","15:50","A","With a Little Help from My Friends","Amy Hurst","Carnegie Mellon, USA","19AB","15:50","","","paper1350 paper1859 paper990 cs138"
"116","May 10, 2012","14:30","15:50","B","Course 38: Selecting UCD Methods that Maximize Benefits and Minimize Project Risks","Nigel Bevan","","14","15:50","","","cr135"
"115","May 10, 2012","14:30","15:50","C","Course 37: Putting Conceptual Models to Work","Austin Henderson","","15","15:50","","","cr127"
"13","May 10, 2012","14:30","15:50","D","Rehearsal (Closed)","Joe Konstan, Ed H. Chi, Kia Hook","","Ballroom D","15:50","","",""
"197","May 10, 2012","14:30","15:50","E","Use the Force","Mike Horn","Northwestern University, USA","Ballroom E","15:50","","","paper747 paper538 paper941 paper868 paper1218"
"42","May 10, 2012","14:30","15:50","F","How-to-Guide:  Collaborating with Executives in a Pro-Design World","Iram Mirza, Jannie Lai, Craig Villamor","","Ballroom F","15:50","","","pl101"
"200","May 10, 2012","14:30","15:50","G","Human Performance Gives Us Fitts'","Olivier Chapuis","Univ Paris-Sud, France","Ballroom G","15:50","","","paper1647 paper657 paper1351 paper513 paper1565"
"198","May 10, 2012","14:30","15:50","H","Do You See What Eye See","Andrew Duchowski","Clemson University, USA","17AB","15:50","","","paper405 paper329 paper1347 paper103"
"212","May 10, 2012","14:30","15:50","J","Home and Family","Andrea Grimes Parker","Georgia Institute of Technology, USA","18AB","15:50","","","to101 paper139 paper1881 paper194"
"215","May 10, 2012","14:30","15:50","K","Designing for Learners' Complex Needs","Hilary Hutchinson","Google, USA","18CD","15:50","","","paper141 paper1153 paper984 cs170"
"216","May 10, 2012","14:30","15:50","L","Usability and User Research","Anna Cox","University College London, UK","12AB","15:50","","","paper365 paper784 paper1706 paper1253 paper572"
"21","May 10, 2012","14:30","15:50","M","SIG: Animal-Computer Interaction","","","13A","15:50","","","si108"
"114","May 10, 2012","14:30","15:50","N","Course 36: Methodology for Evaluating Experience of Mobile Applications Used in Different Contexts of Daily Life","Katarzyna Wac","","13B","15:50","","","cr139"
"31","May 10, 2012","14:30","15:50","O","SIG: Designing Wellness Interventions and Applications","","","11A","15:50","","","si123"
"33","May 10, 2012","14:30","15:50","P","SIG: Work Life Balance in HCI","","","11B","15:50","","","si131"
"190","May 10, 2012","14:30","15:50","Q","Groups @ Work","Eric Gilbert","Georgia Institute of Technology, USA","16AB","15:50","","","paper461 paper643 paper485 paper1189"
"11","May 10, 2012","16:30","17:50","D","Closing Plenary","Ed H. Chi, Kristina Höök","Google, Mobile Life @ KTH","Ballroom D","17:50","","","sp113"
"X","","","","A","Unassigned Submissions","","","19AB","","","",""
