"ID","Date","Time","End Time","Track","Title","Chair(s)","Chair Affiliation(s)","Location","End Time","Notes","Web Page","Submission IDs"
"109","May 10, 2012","11:30","12:50","M","Course 33: Cognitive Crash Dummies:  Predicting Performance from Early Prototypes","Bonnie E. John","","13A","12:50","","","cr125"
"113","May 10, 2012","11:30","12:50","N","Course 36: Methodology for Evaluating Experience of Mobile Applications Used in Different Contexts of Daily Life","Katarzyna Wac","","13B","12:50","","","cr139"
"30","May 10, 2012","11:30","12:50","O","SIG 15","","","11A","12:50","","",""
"33","May 10, 2012","11:30","12:50","P","SIG 18","","","11B","12:50","","",""
"205","May 10, 2012","11:30","12:50","Q","Better Together","","","16A/B","12:50","","","to114 paper804 paper313 paper1278"
"203","May 10, 2012","14:30","15:50","A","With a Little Help from My Friends","","","19A/B","15:50","","","paper1350 paper1859 paper990 cs138"
"116","May 10, 2012","14:30","15:50","B","Course 38: Selecting UCD Methods that Maximize Benefits and Minimize Project Risks","Nigel Bevan","","14R","15:50","","","cr135"
"115","May 10, 2012","14:30","15:50","C","Course 37: Putting Conceptual Models to Work","Austin Henderson","","15R","15:50","","","cr127"
"13","May 10, 2012","14:30","15:50","D","Rehearsal (Closed)","Joe Konstan, Ed H. Chi, Kia Hook","","D","15:50","","",""
"197","May 10, 2012","14:30","15:50","E","Use the Force","","","E","15:50","","","paper747 paper538 paper941 paper868 paper1218"
"42","May 10, 2012","14:30","15:50","F","How-to-Guide:  Collaborating with Executives in a Pro-Design World","Iram Mirza, Jannie Lai, Craig Villamor","","F","15:50","","","pl101"
"200","May 10, 2012","14:30","15:50","G","Human Performance Gives Us Fitts'","","","G","15:50","","","paper1647 paper657 paper1351 paper513 paper1565"
"198","May 10, 2012","14:30","15:50","H","Do You See What Eye See","","","17A","15:50","","","paper405 paper329 paper1347 paper103"
"212","May 10, 2012","14:30","15:50","J","Home and Family","","","18A/B","15:50","","","to101 paper139 paper1881 paper194"
"215","May 10, 2012","14:30","15:50","K","Designing for Learners' Complex Needs","","","18C/D","15:50","","","paper141 paper1153 paper984 cs170"
"216","May 10, 2012","14:30","15:50","L","Usability and User Research","","","12A/B","15:50","","","paper365 paper784 paper1706 paper1253 paper572"
"35","May 10, 2012","14:30","15:50","M","SIG 20","","","13A","15:50","","",""
"114","May 10, 2012","14:30","15:50","N","Course 36: Methodology for Evaluating Experience of Mobile Applications Used in Different Contexts of Daily Life","Katarzyna Wac","","13B","15:50","","","cr139"
"31","May 10, 2012","14:30","15:50","O","SIG 16","","","11A","15:50","","",""
"34","May 10, 2012","14:30","15:50","P","SIG 19","","","11B","15:50","","",""
"190","May 10, 2012","14:30","15:50","Q","Groups @ Work","","","16A/B","15:50","","","paper461 paper643 paper485 paper1189"
"11","May 10, 2012","16:30","17:50","D","Closing Plenary","Ed H. Chi, Kristina Höök","","D","17:50","","",""
"X","","","","A","Unassigned Submissions","","","19A/B","20:00","","",""
