ID,Community,Title,Contact given name,Contact family name,Author list,Keywords,Abstract,Subcommittee Selection,Contribution Type Selection,Paper vs. Note
paper633,"design, sustainability",“We’ve Bin Watching You” – Designing for Reflection and Social Persuasion to Promote Sustainable Lifestyles,Anja,Thieme,"Anja Thieme, Jack Weeden, Julia Miebach, Rob Comber, Nicole Kraemer, Shaun Lawson, Patrick Olivier",Social Computing and Social Navigation; Home; Multidisciplinary Design / Interdisciplinary Design; Sustainability,"BinCam is a social persuasive system to motivate reflection and behavioral change in the food waste and recycling habits of young adults. The system replaces an existing kitchen refuse bin and automatically logs disposed of items through digital images captured by a smart phone installed on the underside of the bin lid. Captured images are uploaded to a BinCam application on Facebook where they can be explored by all users of the BinCam system. Engagement with BinCam is designed to fit into the existing structure of users‟ everyday life, with the intention that reflection on waste and recycling becomes a playful and shared group activity. Results of a case study reveal an increase in both users‟ awareness of, and reflection about, their waste management and their motivation to improve their waste-related skills. With BinCam, we also explore informational and normative social influences as a source of change (e.g. socially evoked feelings of „guilt‟ for non-recycling or the disposal of food), which has to date been relatively underexplored in persuasive HCI. Design implications for reflection and social persuasion are proposed.",Applic.,Sys & Tools,Paper
paper1415,"design, sustainability",Revisiting the Jacquard Loom: Reflections on the materiality of digital machinery,Ylva,Fernaeus,"Jakob Tholander, Martin Jonsson, Ylva Fernaeus",Interaction Design; End-user Programming; Tangible UIs; Sustainability,"In the recent developments of human computer interaction, one central challenge has been to find and to explore alternatives to the legacy of the desktop computer paradigm for interaction design. To investigate this issue further we have conducted an analysis on a fascinating piece of machinery often referred to as one of the predecessors of the modern day computer, the Jacquard loom. In analysing the Jacquard loom we look at qualities in design and interaction from some different perspectives: how historical tools, crafts, and practices can inform interaction design, the role of physicality, materiality, and whole-body interaction in order to rethink some current conceptions of interaction and design of computational devices.",S-Design,Innov. & Vis.,Paper
paper1727,"design, sustainability",Steampunk as Design Fiction,Joshua,Tanenbaum,"Joshua Tanenbaum, Karen Tanenbaum, Ron Wakkary","Design Methods (Design Rationale, Claims Analysis, Scenarios, Storyboards); Interaction Design; Multidisciplinary Design / Interdisciplinary Design; Sustainability","In this paper we look at the Steampunk movement and consider its relevance as a design strategy for HCI and interaction design. Based on a study of online practices of Steampunk, we consider how, as a design fiction, Steampunk provides an explicit model for how to physically realize an ideological and imagined world through design practice.  We contend that the practices of DIY and appropriation that are evident in Steampunk design provide a useful set of design strategies and implications for HCI.",S-Design,Theory,Paper
paper196,"design, ",Writing the Experience of Information Retrieval:  Digital Collection Design as a Form of Dialogue,Melanie,Feinberg,Melanie Feinberg,"User Experience Design / Experience Design; Information Architecture; Design Methods (Design Rationale, Claims Analysis, Scenarios, Storyboards); Interaction Design","In the context of digital libraries and other online resource collections, the substance of interaction is generated to a large degree through the selection, description, organization, and arrangement of the aggregated items. Within information studies, researchers [such as 29, 7] have shown how individual events of selection and description inevitably form judgments about the collected materials. This paper describes a process in which designers purposefully use the elements of selection, description, organization, and arrangement to “write” a resource collection as a form of rhetorical expression. The design process was implemented in two classroom settings. In the more successful second implementation, the role of the audience in structuring a rhetorical interaction was emphasized, and collection design was conceptualized as designing a dialogue between author and audience. The formalized critique of existing collection designs was a key element in enabling this dialogic orientation.",J-Design,Innov. & Vis.,Paper
paper229,"design, ",Touch Typing using Thumbs: Understanding the Effect of Mobility and Hand Posture,Hugo,Nicolau,"Hugo Nicolau, Joaquim Jorge",User Studies; Handheld Devices and Mobile Computing; Input and Interaction Technologies,"Mobile touch devices have become increasingly popular, yet typing on virtual keyboards whilst walking is still an overwhelming task. In this paper we analyze; firstly, the negative effect of walking on text-input performance, particularly the users’ main difficulties and error patterns. We focused our research on thumb typing, since this is a commonly used technique to interact with touch interfaces. Secondly, we analyze how these effects can be compensated by two-hand interaction and increasing target size. We asked 22 participants to input text under three mobility conditions (seated, slow walking, and normal walking) and three hand conditions (one-hand/portrait, two-hand/portrait, and two-hand/landscape). Results show that independently of hand condition, mobility significantly decreased input quality, leading to specific error patterns. Moreover, it was shown that target size can compensate the negative effect of walking, while two-hand interaction does not provide additional stability or input accuracy. We finish with implications for future designs.",Usability,Users,Note
paper444,"design, ","Legible, are you sure ? an experimentation based typographical design in safety-critical context",Jean-Luc,VINOT,"Jean-Luc VINOT, Sylvie ATHENES",Visualization; Industrial Design; Usability Testing and Evaluation; Multidisciplinary Design / Interdisciplinary Design,"Designing Safety-critical IHM entails proving safety and operational usability of each component. To achieve this purpose, needs have to be carefully analyzed and translated into requirements leading to design principles. Prototypes following the previously defined principles can then be created, experimentally evaluated and accordingly altered until a final product is reached. In this paper, we present a research project whose goal is the creation of a new typeface to display textual information future aircraft HMI. In our study, after an initial task analysis leading to the definition of specific needs, requirements and design principles, the design constantly evolves from an iterative cycle of design and experimentation. We present three experiments (laboratory and cockpit) used mainly to validate initial choices and fine-tune font properties. Results also allowed us to define ranges of values of available choices to ensure compliance across changing requirements.",S-Design,Methodology,Paper
paper488,"design, ",A Comparative Evaluation of Finger and Pen Stroke Gestures,Huawei,Tu,"Huawei Tu, Xiangshi Ren, Shumin Zhai",Tactile & Haptic UIs; Input and Interaction Technologies; Pen-based UIs,"This paper reports an empirical investigation in which participants produced a set of stroke gestures with varying degrees of complexity and in different target sizes using both the finger and the pen. The recorded gestures were then analyzed according to multiple measures characterizing many aspects of stroke gestures. Our findings were as follows: (1) Finger drawn gestures were quite different to pen drawn gestures in basic measures including size ratio and average speed. Finger drawn gestures tended to be larger and faster than pen drawn gestures. They also differed in shape geometry as measured by, for example, aperture of closed gestures, intersecting points deviation and corner shape distance; (2) Pen drawn gestures and finger drawn gestures were similar in several measures including articulation time, indicative angle difference, axial symmetry and proportional shape distance; (3) There were interaction effects between gesture implement (finger vs. pen) and target gesture size and gesture complexity. Our findings show that half of the features we tested were performed well enough by the finger. This finding suggests that ""finger friendly"" systems should exploit these features when designing finger interfaces and avoid using the other features in which the finger does not perform as well as the pen.",Cap. & Mod.,Refinement,Paper
paper679,"design, ","Investigating the presence, form and behavior of virtual possessions in the context of a teen bedroom",William,Odom,"William Odom, John Zimmerman, Jodi Forlizzi, Hajin Choi, Stephanie Meier, Angela Park","User Experience Design / Experience Design; Home; Design Methods (Design Rationale, Claims Analysis, Scenarios, Storyboards)","Over the past several years, people have acquired more and more virtual possessions. While virtual possessions are becoming ubiquitous, little work exists to inform designers on how these growing collections should be displayed and how they should behave. We generated four design concepts that advance the form and behavior of these digital artifacts within the context of a teen bedroom. We then conducted speed dating sessions with 14 teenagers to explore how these new forms and behaviors influence perceptions of value. Sessions revealed insights into how new technologies might better support self-exploration and reflection, as well as how they could potentially complicate identity construction processes. Findings are interpreted to detail opportunity areas and value tensions to guide future research and practice in this emerging space. ",S-Design,Users,Paper
paper892,"design, ",Technology Heirlooms? Considerations for  Passing Down and Inheriting Digital Materials,William,Odom,"William Odom, Richard Banks, David Kirk, Richard Harper, Siân Lindley, Abi Sellen",User Experience Design / Experience Design; Home; Interaction Design,"Material artifacts are passed down as a way of sustaining relationships and family history. However, new issues are emerging as families are increasingly left with the digital remains of their loved ones. We designed three devices to encourage critically reflection on how digital materials might be passed down, lived with and inherited in the future. We conducted in-home interviews with 8 families using the devices as prompts to provoke discussion about how technology might support (or complicate) their existing practices. Sessions revealed families desired to treat their archives in ways not fully supported by technology as well as potential tensions that could emerge. Findings are interpreted to detail design and research considerations for future work in this emerging space. ",J-Design,Users,Paper
paper313,"design, ",Homeless Young People on Social Network Sites,Jill,Woelfer,"Jill Woelfer, David Hendry","Social Computing and Social Navigation; Social and Legal issues; Empirical Methods, Qualitative; User-Centered Design / Human-Centered Design","This paper reports on the use of social network sites (MySpace and Facebook) by homeless young people, an extraordinary user population, made so in part by its vulnerability. Twenty-three participants of diverse ethnicities, 11 women and 12 men (mean age, 21.7 years), were interviewed in same-sexed discussion groups of four participants each. The interviews consisted of questions about the uses, benefits, and harms of social network sites and how people present themselves online. Qualitative analysis of the discussion group transcripts shows how young people explore their identities, cultivate and exploit social ties, experience interpersonal tensions, manage incompatible audiences, and respond to shifting affiliations and transitions. From this analysis, implications for social intervention and technical design are presented, focused on maintaining ties with pro-social family and friends and with maintaining separation between communication spheres of incompatible audiences. This work contributes to the growing literature on vital, deeply human experiences that have become associated with social network sites.",Applic.,Users,Paper
paper1011,"design, ",Interactive Visualization for Low Literacy Users: From Lessons Learnt To Design,Neesha,Kodagoda,"Neesha Kodagoda, William Wong, Chris Rooney, Nawaz Khan","Visualization; Design Methods (Design Rationale, Claims Analysis, Scenarios, Storyboards); Usability Testing and Evaluation; Visual Design; User Studies; Visual System Design / Visual Design; Usability Research; User Interface Design","This paper aims to address the problems low literacy (LL) users face when searching for information online.  The first part of this paper summarizes the problems that LL user’s face, and establishes a set of design principles for interfaces suitable for LL users. This is followed by a description of how these design principles are mapped to a novel interface for interactive data retrieval. The interface was realized into a working system and evaluated against a traditional web interface for both high literacy (HL) and LL users. The suitability of the designs was analyzed using performance data, subjective feedback and an observational analysis. The findings from the study suggest that LL users perform better and prefer the proposed designs over a traditional web interface.",Applic.,Users,Paper
paper1027,"design, ",Tangible Remote Controllers for Wall-Size Displays,Yvonne,Jansen,"Yvonne Jansen, Pierre Dragicevic, Jean-Daniel Fekete",Input and Interaction Technologies; Augmented Reality and Tangible UI; Visualization; Tangible UIs,"We explore the use of customizable tangible remote controllers for interacting with wall-size displays. Such controllers are especially suited to visual exploration tasks where users need to move to get overviews or details of complex visualizations. In addition, we conducted a controlled user study suggesting that tangibles make it easier for users to focus on the visual display while they interact. We explain how to build such controllers using off-the-shelf touch tablets and describe a sample application that supports multiple dynamic queries.",Int. Techniques,Refinement,Paper
paper1052,"design, ",A transformational product to improve self-control strength: the Chocolate Machine,Marc,Hassenzahl,"Flavius Kehr, Marc Hassenzahl, Matthias Laschke, Sarah Diefenbach","User Experience Design / Experience Design; Office and Workplace; Empirical Methods, Quantitative; Empirical Methods, Qualitative; Interaction Design; User Studies; User-Centered Design / Human-Centered Design; Concept Design; Tangible UIs","Lack of self-control is at the heart of many undesirable behaviors, such as overeating, overspending, and even overworking. While the field of persuasive technologies explicitly searches for ways to change attitudes and behaviors, it more or less neglects the science of self-control. We present the Chocolate Machine, an interactive device to train self-control strength based upon Ego Depletion theory. A longitudinal, control-group, field study showed the machine to increase self-control strength over time, while providing a sustained positive experience. This makes the machine a Transformational Product, aimed at facilitating the realization of behaviors, people find worthwhile, but hard to implement.",S-Design,Innov. & Vis.,Note
paper1202,"design, ",Lost in Translation: Understanding the Possession of Digital Things in the Cloud,William,Odom,"William Odom, Abi Sellen, Richard Harper, Eno Thereska","User-Centered Design / Human-Centered Design; Empirical Methods, Qualitative; User Experience Design / Experience Design","People are amassing larger and more diverse collections of digital things. The emergence of Cloud computing has enabled people to move their personal files to online places, and create new digital things through online services. However, little is known about how this shift might shape people’s orientations toward their digital things. To investigate, we conducted in depth interviews with 13 people comparing and contrasting how they think about their possessions, moving from physical ones, to locally kept digital materials, to the online world. Findings are interpreted to detail design and research opportunities in this emerging space.",K-People,Users,Paper
paper1234,"design, ",The Bohemian Bookshelf: Supporting Serendipitous Discoveries through Information Visualization,Uta,Hinrichs,"Alice Thudt, Uta Hinrichs, Sheelagh Carpendale",Visualization; Interaction Design; Visual Design; User Interface Design,"Serendipity, a trigger of exciting yet unexpected discoveries, is an important but comparatively neglected factor in information seeking, research, and ideation. We suggest that serendipity can be facilitated through visualization. To explore this, we introduce the Bohemian Bookshelf, which aims to support serendipitous discoveries in the context of digital book collections. The Bohemian Bookshelf consists of five interlinked visualizations each offering a unique overview of the collection. It aims at encouraging serendipity by (1) offering multiple visual access points to the collection, (2) enticing curiosity through abstract, metaphorical, and visually distinct representations of books, (3) highlighting adjacencies between books, (4) providing flexible visual pathways for exploring the collection, and (5) enabling a playful approach to information exploration. A deployment at a library revealed that visitors embraced this novel approach of utilizing visualization to support open-ended explorations and serendipitous discoveries. This encourages future explorations into promoting serendipity through information visualization.",Applic.,Innov. & Vis.,Paper
paper989,"design, ",Clipoid: an augmentable short-distance wireless toolkit for “accidently smart home” environments,Jong-bum,Woo,"Jong-bum Woo, Youn-kyung Lim",Ubiquitous Computing / Smart Environments; Prototyping; User-Centered Design / Human-Centered Design; User Experience Design / Experience Design,"Unlike a lab environment, our existing environment is not built for smart application, but rather should be ""upgraded"" to support new technologies. The result of this process is called the ¡°accidentally smart home¡±. We developed Clipoid, an augmentable wireless technology toolkit for supporting the development of an ""accidently smart home"" environment. We observed the real user context (static, moving) with Clipoid. We present a guideline for developing an augmentation toolkit, and identify human needs of close proximity physical interaction.",J-Design,Users,Note
paper1510,"design, ",Questionable Concepts: Critique as Resource for Designing with the Older Old,John,Vines,"John Vines, Mark Blythe, Stephen Lindsay, Paul Dunphy, Andrew Monk, Patrick Olivier","Participatory Design / Cooperative Design; Elderly; Design Methods (Design Rationale, Claims Analysis, Scenarios, Storyboards); User Studies; User Experience Design / Experience Design","This paper reports findings from a series of participatory design workshops with ten people over eighty years old. The focus of the workshops was new banking technologies for the older old. Participants were asked to discuss their current experiences of banking and given packs of concept cards which contained design sketches and brief outlines of concepts for new financial services. The designs on the cards were deliberately provocative and aimed to encourage criticism and debate. Participants wrote and drew on the cards and the workshops were recorded and transcribed. The participants were extremely critical of current banking practices of others and most of the new concepts we presented to them. Their questions and comments led to a number of insights and further iterations. The paper argues that critique is an essential resource for design, both in terms of identifying problems and iterating ideas.",S-Design,Users,Paper
paper1541,"design, ",Cheque Mates: Participatory Design of Digital Payments with Eighty Somethings,John,Vines,"John Vines, Mark Blythe, Paul Dunphy, Vasillis Vlachokyriakos, Isaac Teece, Andrew Monk, Patrick Olivier",Participatory Design / Cooperative Design; Elderly; Prototyping; User Experience Design / Experience Design,"This paper describes a project exploring the design of digital payment services in collaboration with 16 eighty somethings (people aged over 80). Many people in the UK, older people in particular, find cheques valuable as a means of payment but the Payments Council recently proposed their abolition. We describe two designs that simultaneously aimed to preserve and augment the paper cheque as a means of making electronic payments. These were devised during participatory design workshops through critical dialogues with our eighty something participants. Workshop discussions resulted in the creation of a real world cheque system where we issued pre-paid cheques without the involvement of banks. This work informed the development of a digital cheque book based on Anoto digital pen technology. The work illustrates the value of participatory design with ‘extraordinary’ users, such as the eighty somethings, in HCI.",S-Design,Innov. & Vis.,Paper
paper1130,"design, ",Bootstrapping Personal Gesture Shortcuts with the Wisdom of the Crowd and Handwriting Recognition,Tom,Ouyang,"Tom Ouyang, Yang Li",Handheld Devices and Mobile Computing; Input and Interaction Technologies; Pen and Tactile Input,"Personal user-defined gesture shortcuts have shown great potential for accessing the ever-growing amount of data and computing power on touchscreen mobile devices. However, their lack of scalability is a major challenge for their wide adoption. In this paper, we present Gesture Marks, a novel approach to touch-gesture interaction that allows a user to access applications and websites using gestures without having to define those gestures first. It offers two distinctive solutions to address the problem of scalability. First, it leverages the ""wisdom of the crowd"", a continually evolving library of gesture shortcuts that are collected from the user population, to infer the meaning of gestures that a user never defined himself. Second, it combines an extensible template-based gesture recognizer with a specialized handwriting recognizer to even better address handwriting-based gestures, which are a common form of gesture shortcut. These approaches effectively bootstrap a user’s personal gesture library, alleviating the need to define most gestures manually. Our work was motivated and validated via a series of user studies, and the findings from these studies add to the body of knowledge on gesture-based interaction.",Systems & Tools,Sys & Tools,Paper
paper1652,"design, ",Supporting Improvisation Work in Inter-organizational Crisis Management,Torben,Wiedenhoefer,"Torben Wiedenhoefer, Benedikt Ley, Volkmar Pipek, Christain Reuter","Computer Supported Cooperative Work (CSCW); Office and Workplace; Empirical Methods, Qualitative; Ethnography","Improvisation is necessary when planned decision-making as the main managerial activity does not fit the conditions the practice provides. In these cases information technology should not just automate planned and structured decisions, but support improvisational practice. In this contribution we present an empirical study about the improvisation work in scenarios of medium to large power outages in Germany. Our focus are inter-organizational cooperation practices, thus we examined the cooperation of fire departments, police, public administration, electricity infrastructure operators and citizens. Our empirical material describes reasons and conditions for improvisation. Drawings from this, we discuss design issues with regard to IT support for improvisation. We derive requirements for information systems to support aggregation and visualization of information, individualization of information compositions, collaborative situation assessment, informal and formal communication and accessibility of information resources. ",Beyond Indiv.,Users,Paper
paper1888,"design, ",Animating Paper Craft Using Shape Memory Alloys,Jie,Qi,"Jie Qi, Leah Buechley",Tangible UIs; E-Learning and Education; Creativity Support Tools,"In this paper we present mechanisms for actuating paper with shape memory alloys (SMAs), and discuss how these techniques can be used in educational settings. Our goal is to introduce electrical and mechanical engineering concepts through paper craft. This process is hands-on, personalized, and creative with the aim of drawing new audiences– from children to those with non-technical backgrounds– to technical thinking and processes. We tested the usability and educational effectiveness of our methods during a workshop in which participants made actuated electronic origami cranes. Results show that participants enjoyed both the paper craft and electronic activities, and were able to learn about circuit building and debugging through our approach.",S-Design,Innov. & Vis.,Note
paper1926,"design, ",Understanding Agency in Interaction Design Materials,Jakob,Tholander,"Jakob Tholander, Maria Normark, Chiara Rossitto",dragic,"In this paper, we draw on the concept of agency in order to understand the process of how design materials ‘talk back’ to designers. In so doing, we illustrate the various levels at which agency can emerge in the context of intensive short-time prototyping sessions. It is often assumed in HCI that the designer is the agent that acts intentionally in the process. In this case, when viewing student projects, it became visible that design is to a large extent driven by characteristics of available materials. Recent theories on agency provide a way of analyzing the performative role of design materials as intra-actions between components in a given phenomenon, rather than meanings ascribed by the singular actions of the designers. The notion of agency provided a focus on how the emerging properties of materials and how they actively contributed to the way that design  activity unfolds.  The results have implications for the conceptual language of material interaction as well as theoretical approaches for the understanding materiality in interaction design.",J-Design,Theory,Paper
paper1912,"design, ",LightGuide: Projected Visualizations for Hand Movement Guidance,Rajinder,Sodhi,"Rajinder Sodhi, Hrvoje Benko, Andrew Wilson",Augmented Reality and Tangible UI; Input and Interaction Technologies; Visualization; Interaction Design; User Studies,"LightGuide, is a system that explores a new approach to gesture guidance where we project guidance hints directly on a user’s body. These projected hints guide the user in completing the desired motion with their body part which is particularly useful for performing movements that require accuracy and proper technique, such as during exercise or physical therapy. Our proof-of-concept implementation consists of a single low-cost depth camera and projector and presents four novel interaction techniques that are focused on guiding a user’s hand in mid-air. Our visualizations are designed to incorporate both feedback and feedforward cues to help guide users through a range of movements. We quantify the performance of LightGuide in a user study comparing each of our on-body visualizations to hand animation videos on a computer display in both time and accuracy. Exceeding our expectations, participants performed movements with an average error of 21.6mm, nearly 85% more accurately than when guided by video. ",Int. Techniques,Refinement,Paper
paper2001,"design, ",JigsawMap: Connecting the Past to the Future by Mapping Historical Textural Cadasters,Jinwook,Seo,"Hyung Min Lee, Sooyun Lee, Nam Wook Kim, Jinwook Seo",User Interface Design; Visualization; Participatory Design / Cooperative Design; Multidisciplinary Design / Interdisciplinary Design,"In this paper we present an interactive visualization tool, JigsawMap, for visualizing and mapping historical textual cadasters. Such mapping can help historians understand the social/economic background of unusual changes in land uses or ownership. The mapping task can continue with older cadasters like a chain reaction. In that way, JigsawMap can connect the past land survey results to today to the future. We also conducted usability studies and long term case studies to evaluate JigsawMap, and received positive responses. Summarizing the evaluation results, we also present some design guidelines for participatory design project with historians.",Applic.,Sys & Tools,Paper
paper2019,"design, ",Guidelines are only half of the story: accessibility problems encountered by blind users on the web,Helen,Petrie,"Andre Freire, Christopher Power, Helen Petrie","Universal (or Disability)  Access; Empirical Methods, Quantitative; Empirical Methods, Qualitative; User Studies","Guidelines have been defined for more than a decade to help make websites more accessible to people with disabilities.  However, little empirical evidence from disabled users has been gathered to show their effectiveness in reducing the number of problems encountered by users.  This paper describes a study comparing results from an evaluation of a range of websites by blind users and the Web Content Accessibility Guidelines (WCAG) 1.0 and 2.0.  16 websites, in different levels of conformance with the guidelines, were evaluated by a panel of 32 blind users, yielding to 1383 instances of user problems.  The results showed that 33.8% of the problems did not related to any guideline in WCAG 2.0, 15.3% had guidelines that were only marginally relevant, and 8.8% had implemented guidelines that were not effective to prevent the problem.  Implications to evaluation and design of accessible websites to disabled users are discussed.",Usability,Users,Paper
paper2023,"design, ",The Untapped Promise of Digital Mind Maps,Haakon,Faste,"Haakon Faste, Honray Lin",User Interface Design; Visual System Design / Visual Design; User Experience Design / Experience Design; Creativity Support Tools,"Digital mind mapping tools present a fertile area for research on human-computer interaction. We evaluated numerous existing mind mapping software applications, performed ethnographic research with a variety of users, and developed a framework of principles to inform the design of future tools for collaborative knowledge management. Our findings suggest an opportunity to advance digital mind mapping beyond the existing state-of-the-art, particularly in the areas of improving workflow, facilitating collaboration, and supporting information storage and retrieval. We conclude with suggestions for how to improve digital mind mapping systems, specifically with regard to real-time collaborative thinking.",S-Design,Sys & Tools,Paper
paper1196,"design, cci","TimeBlocks: “Mom, can I have another block of time?”",Eiji,Hayashi,"Eiji Hayashi, Zhe Han Neo, Martina Rau, Sriram Ramasubramanian, Nastasha Tan, Eric Paulos",Tangible UIs; Children; User Interface Design,"Time is a difficult concept for parents to communicate with young children. We developed TimeBlocks, a novel tangible, playful object to facilitate communication about concepts of time with young children. TimeBlocks consists of a set of cubic blocks that function as a physical progress bar. Parents and children can physically manipulate them. We evaluated TimeBlocks through a field study in which six families tried TimeBlocks for four days at their homes.  The results indicate that TimeBlocks played a useful role in facilitating the often challenging task of time-related communication between parents and children. We also report on a range of observed insightful novel uses of TimeBlocks in our study. ",S-Design,Refinement,Note
paper306,"design, games",Full-Body Motion-Based Game Interaction for Older Adults,Kathrin,Gerling,"Kathrin Gerling, Ian Livingston, Lennart Nacke, Regan Mandryk",Elderly; Entertainment; Universal (or Disability)  Access; Interaction Design; User Studies,"Older adults in nursing homes often lead sedentary lifestyles, which reduces their life expectancy. Full-body motion-control games provide an opportunity for these adults to remain active and engaged; these games are not designed with age-related impairments in mind, which prevents the games from being leveraged to increase the activity levels of older adults. In this paper, we present two studies aimed at developing game design guidelines for full-body motion controls for older adults experiencing age-related changes and impairments. Our studies also demonstrate how full-body motion-control games can accommodate a variety of user abilities, have a positive effect on mood and, by extension, the emotional well-being of older adults. Based on our studies, we present nine guidelines for the design of full-body interaction in games. The guidelines are designed to foster safe physical activity among older adults, thereby increasing their quality of life.",Applic.,Users,Paper
paper418,"design, games",The Acute Cognitive Benefits of Casual Exergame Play,Yue,Gao,"Yue Gao, Regan Mandryk","Entertainment; Empirical Methods, Quantitative; User Studies; User Experience Design / Experience Design","Acute cognitive benefits, such as temporary improvements in concentration, can result from as few as ten minutes of exercise; however, most people don’t take exercise breaks throughout the day. To motivate people to receive the cognitive benefits of exercising in short bursts multiple times per day, we designed an engaging casual exergame. To determine whether there are cognitive benefits after playing our game, we conducted two studies to compare playing ten minutes of our casual exergame to a sedentary version of the game or exercise on a treadmill. We found acute cognitive benefits of the casual exergame over the sedentary version (but not treadmill exercise), demonstrated by significantly improved performance on two cognitive tests that require focus and concentration. Significant improvements were also found in participants’ affective states after playing the casual exergame. Finally, our casual exergame produces similar exertion levels to treadmill exercise, but is perceived as more fun.",B-People,Users,Paper
paper1142,"design, games, health",Balancing Exertion Experiences,Florian,Mueller,"Florian Mueller, Frank Vetere, Martin Gibbs, Darren Edge, Stefan Agamanolis, Jennifer Sheridan, Jeff Heer",Entertainment; User Experience Design / Experience Design,"Exercising with others, such as jogging in pairs, can be socially engaging. However, if exercise partners have different fitness levels, the activity is either too strenuous for one or not challenging enough for the other, compromising engagement and health benefits. Our system, Jogging over a Distance, uses heart rate data and spatialized sound to create an equitable, balanced experience between joggers of different fitness levels who are geographically distributed. We extend this prior work by analyzing the experience of 32 joggers to detail how specific design features facilitated, and hindered, an engaging balanced exertion experience. With this knowledge, we derive four dimensions that describe a design space for balancing exertion experiences: Measurement, Adjustment, Presentation and Control. We also present six design tactics for creating balanced exertion experiences described by these dimensions. By aiding designers in supporting participants of different physical abilities, we hope to increase participation and engagement with physical activity and facilitate the many benefits it brings about.",J-Design,Innov. & Vis.,Paper
paper388,"design, health",Supporting visual assessment of food and nutrient intake in a clinical care setting,Rob,Comber,"Rob Comber, Jack Weeden, Jennifer Hoare, Stephen Lindsay, Gemma Teal, Alastair Macdonald, Lisa Methven, Paula Moynihan, P.L. Olivier",Health Care; Elderly; User Interface Design,"Monitoring nutritional intake is an important aspect of the care of older people, particularly for those at risk of malnutrition. Current practice for monitoring food intake relies on hand written food charts that have several inadequacies. Existing methods to assess dietary intake are better suited to assessing the average intake of populations and are not efficacious for individual assessment in a clinical setting. We describe the design and validation of a tool for computer-assisted visual assessment of patient food and nutrient intake. To estimate food consumption, the application compares the pixels the user rubbed out against predefined graphical masks. Weight of food consumed is calculated as a percentage of pixels rubbed out against pixels in the mask.  Results suggest that the application may be a useful tool for the conservative assessment of nutritional intake in hospitals. ",Applic.,Refinement,Note
paper552,"design, health",Activity-Based Interaction: Designing with Child Life Specialists in a Children’s Hospital,Matthew,Bonner,"Matthew Bonner, Lan Wang, Elizabeth Mynatt",Health Care; Computer Supported Cooperative Work (CSCW); Children; Participatory Design / Cooperative Design,"Child Life Specialists (CLS’s) are medical professionals who use activities to educate, comfort, entertain and distract children in hospitals. Adapting to a shifting cast of children, context and mediating activities requires CLS’s to be experts at a kind of articulation work. This expertise means CLS’s are well equipped to help technologists introduce child-facing interventions to the hospital. We conducted participatory design activities with 9 CLS’s to develop two mobile systems to explore how CLS-child interactions are shaped by activities. We observed 18 child-CLS pairs using these systems in a hospital setting. By analyzing these encounters, we describe a continuum for classifying activities as either Co-Present or Collaborative. We then introduce a framework, Activity-Based Interactions, to describe structural components of activities that impact their position on this continuum. These concepts suggest new approaches to designing mediating technologies for adults and children.",Applic.,Users,Paper
paper329,"design, ",Gaze-Augmented Think-Aloud as an Aid to Learning,Andrew,Duchowski,"Sarah Vitak, John Ingram, Andrew Duchowski, Steven Ellis, Anand Gramopadhye",E-Learning and Education; Process Improvement,"The use of recorded eye movements, or scanpaths, has been demonstrated as an effective visualization for feed-forward visual search training, instruction, and stimulated retrospective think-aloud usability testing.  In this paper we show that creation of a scripted or recorded video of an expert's think-aloud session augmented by an animation of their scanpaths can result in an effective aid for learners of visual search.  Because the creation of such a video is relatively easy, the benefits-to-cost ratio may potentially be substantial, especially in settings where learned visual scanning strategies are indicators of expertise.  We suggest that two such examples are examinations of chest X-rays and histological slides.  Results are presented where simple construction of an instruction video provides measurable benefit to novice as well as experienced learners in the latter context.",Cap. & Mod.,Methodology,Paper
paper405,"design, ",Look & Touch: Gaze-supported Target Acquisition,Sophie,Stellmach,"Sophie Stellmach, Raimund Dachselt",Multi-modal interfaces; Handheld Devices and Mobile Computing; Input and Interaction Technologies; Perceptual & Vision-based UIs,"While eye tracking has a high potential for fast selection tasks, it is often regarded as error-prone and unnatural, especially for gaze-only interaction. To improve on that, we propose gaze-supported interaction as a more natural and \ effective way combining a user’s gaze with touch input from a handheld device. In particular, we contribute a set of practical and novel gaze-supported selection techniques for remote displays. Designed according to the principle gaze suggests, touch confirms they include an enhanced gaze-directed \ cursor, local zoom lenses and more elaborated techniques utilizing manual fine positioning of the cursor via touch. One of them, MAGIC tab allows to choose between possible targets surrounding the user’s point-of-regard by discretely \ iterating through the candidates via a slide gesture. In a comprehensive \ user study with 24 participants, we investigated the potential of these techniques for different target sizes and distances. While all novel techniques outperformed a simple gaze-directed cursor and showed particular advantages, the \ MAGIC tab technique achieved the best overall results.",Cap. & Mod.,Refinement,Paper
